t,S,I,R,R0,beta, gamma
150,7.512393438508108,0.021670445661716786,92.46593611583013,2.74999999725,0.25,0.090909091
151,7.511986446223612,0.02010739742954179,92.4679061563468,2.74999999725,0.25,0.090909091
152,7.511608829981213,0.018657068449245282,92.4697341015695,2.74999999725,0.25,0.090909091
153,7.511258468480951,0.0173113328160619,92.47143019870295,2.74999999725,0.25,0.090909091
154,7.510933393742913,0.016062650023793586,92.47300395623326,2.74999999725,0.25,0.090909091
155,7.510631780006773,0.014904022847218675,92.47446419714598,2.74999999725,0.25,0.090909091
156,7.510351933437657,0.013828958247050462,92.47581910831526,2.74999999725,0.25,0.090909091
157,7.510092282579387,0.01283143108160456,92.47707628633898,2.74999999725,0.25,0.090909091
158,7.509851369500535,0.011905850424597762,92.47824278007484,2.74999999725,0.25,0.090909091
159,7.509627841582745,0.0110470283027062,92.47932513011452,2.74999999725,0.25,0.090909091
160,7.509420443904473,0.010250150679727794,92.48032940541577,2.74999999725,0.25,0.090909091
161,7.509228012176804,0.009510750526489331,92.48126123729668,2.74999999725,0.25,0.090909091
162,7.509049466191128,0.008824682827074262,92.48212585098177,2.74999999725,0.25,0.090909091
163,7.508883803741448,0.008188101382581501,92.48292809487594,2.74999999725,0.25,0.090909091
164,7.50873009498681,0.007597437283512821,92.48367246772965,2.74999999725,0.25,0.090909091
165,7.508587477221871,0.00704937893107788,92.48436314384702,2.74999999725,0.25,0.090909091
166,7.508455150025961,0.006540853496249246,92.48500399647776,2.74999999725,0.25,0.090909091
167,7.508332370763163,0.0060690097133397495,92.48559861952347,2.74999999725,0.25,0.090909091
168,7.50821845040794,0.0056312019122527245,92.48615034767978,2.74999999725,0.25,0.090909091
169,7.5081127496727005,0.005224975200411239,92.48666227512686,2.74999999725,0.25,0.090909091
170,7.508014675415403,0.004848051711741639,92.48713727287283,2.74999999725,0.25,0.090909091
171,7.507923677306906,0.0044983178460035345,92.48757800484707,2.74999999725,0.25,0.090909091
172,7.5078392447392455,0.0041738124272544305,92.48798694283347,2.74999999725,0.25,0.090909091
173,7.507760903957392,0.0038727157153420296,92.48836638032724,2.74999999725,0.25,0.090909091
174,7.507688215398292,0.0035933392090583367,92.48871844539262,2.74999999725,0.25,0.090909091
175,7.507620771222207,0.003334116183992624,92.48904511259377,2.74999999725,0.25,0.090909091
176,7.507558193022415,0.0030935929122089937,92.48934821406534,2.74999999725,0.25,0.090909091
177,7.5075001297003805,0.0028704205146708583,92.48962944978491,2.74999999725,0.25,0.090909091
178,7.507446255494415,0.0026633474008598435,92.48989039710469,2.74999999725,0.25,0.090909091
179,7.507396268150735,0.0024712122533096276,92.49013251959592,2.74999999725,0.25,0.090909091
180,7.5073498872266144,0.0022929375178139502,92.49035717525554,2.74999999725,0.25,0.090909091
181,7.507306852516075,0.0021275233628891333,92.490565624121,2.74999999725,0.25,0.090909091
182,7.507266922589273,0.0019740420746903833,92.49075903533601,2.74999999725,0.25,0.090909091
183,7.507229873437345,0.001831632856012333,92.49093849370662,2.74999999725,0.25,0.090909091
184,7.507195497215111,0.0016994970002610808,92.4911050057846,2.74999999725,0.25,0.090909091
185,7.5071636010745415,0.0015768934133798455,92.49125950551206,2.74999999725,0.25,0.090909091
186,7.5071340060824525,0.001463134458654845,92.49140285945887,2.74999999725,0.25,0.090909091
187,7.507106546216328,0.0013575821011328531,92.49153587168252,2.74999999725,0.25,0.090909091
188,7.507081067432631,0.0012596443300570968,92.49165928823729,2.74999999725,0.25,0.090909091
189,7.507057426802377,0.0011687718392829783,92.49177380135832,2.74999999725,0.25,0.090909091
190,7.507035491709086,0.0010844549470781816,92.49188005334382,2.74999999725,0.25,0.090909091
