t,S,I,R,R0,beta, gamma
0,99,1,0,5.4999999945,0.5,0.090909091
1,98.505,1.404090909,0.090909091,5.4999999945,0.5,0.090909091
2,97.81345012504477,1.9679961557366712,0.2185537192185537,5.4999999945,0.5,0.090909091
3,96.85096765591763,2.7515698832543,0.3974624608280689,5.4999999945,0.5,0.090909091
4,95.51850662708733,3.8338881951749713,0.6476051777376934,5.4999999945,0.5,0.090909091
5,93.68747025219567,5.316389279247646,0.9961404685566806,5.4999999945,0.5,0.090909091
6,91.19707493995264,7.323476474712127,1.4794485853352293,5.4999999945,0.5,0.090909091
7,87.85767677552613,9.997104049862674,2.145219174611193,5.4999999945,0.5,0.090909091
8,83.46606509400544,13.47988808957793,3.0540468164166272,5.4999999945,0.5,0.090909091
9,77.84049901028234,17.880009800295774,4.279491189421884,5.4999999945,0.5,0.090909091
10,70.88155458446353,23.2134987880986,5.904946627437864,5.4999999945,0.5,0.090909091
11,62.654510177238585,29.3302251215679,8.015264701193509,5.4999999945,0.5,0.090909091
12,53.46615573533871,35.85219545884067,10.681648805820611,5.4999999945,0.5,0.090909091
13,43.88176040605782,42.17730028860403,13.940939305338144,5.4999999945,0.5,0.090909091
14,34.627689476863445,47.59707118772738,17.775239335409175,5.4999999945,0.5,0.090909091
15,26.386806471379508,51.510947717272735,22.10224581134776,5.4999999945,0.4,0.071428571
16,20.94996883708741,53.26843196526433,25.781599197648262,5.600000033600001,0.4,0.071428571
17,16.486080878396216,53.927431949265966,29.586487172337815,5.600000033600001,0.4,0.071428571
18,12.929872859676987,53.631680566149385,33.438446574173625,5.600000033600001,0.4,0.071428571
19,10.156069615792504,52.57464950686535,37.26928087734215,5.600000033600001,0.4,0.071428571
20,8.02026241412204,50.955124623434564,41.02461296244339,5.600000033600001,0.4,0.071428571
21,6.385568530825093,48.95016676975267,44.66426469942223,5.600000033600001,0.4,0.071428571
22,5.135269952810802,46.70402488519184,48.16070516199735,5.600000033600001,0.4,0.071428571
23,4.175918850137787,44.32737423036716,51.49670691949504,5.600000033600001,0.4,0.071428571
24,3.4354887796349782,41.90156330341262,54.66294791695239,5.600000033600001,0.4,0.071428571
25,2.8596793773228226,39.484403916295975,57.65591670638119,5.600000033600001,0.4,0.071428571
26,2.408028434901558,37.115740310189416,60.47623125490902,5.600000033600001,0.4,0.071428571
27,2.0505254027041255,34.82211905042292,63.12735554687294,5.600000033600001,0.4,0.071428571
28,1.7649108439486076,32.62043940621485,65.61464974983653,5.600000033600001,0.4,0.071428571
29,1.5346221749790194,30.520696703006422,67.94468112201454,5.600000033600001,0.4,0.071428571
30,1.3472712231540487,28.527997903411233,70.1247308734347,5.600000033600001,0.4,0.071428571
31,1.1935314206361887,26.644023582197434,72.16244499716636,5.600000033600001,0.4,0.071428571
32,1.0663295033660918,24.868080969300866,74.06558952733303,5.600000033600001,0.4,0.071428571
33,0.9602592296474424,23.19785975587006,75.84188101448248,5.600000033600001,0.4,0.071428571
34,0.8711553938928777,21.629973619004417,77.49887098710269,5.600000033600001,0.4,0.071428571
35,0.7957831211410523,20.16034778538306,79.04386909347588,5.600000033600001,0.4,0.071428571
36,0.7316100632052873,18.784496010145897,80.4838939266488,5.600000033600001,0.4,0.071428571
37,0.676638357952238,17.497718008439023,81.82564363360872,5.600000033600001,0.4,0.071428571
38,0.6292798492276721,16.295239524059824,83.07548062671249,5.600000033600001,0.4,0.071428571
39,0.5882627857443554,15.172310914236828,84.2394263000188,5.600000033600001,0.4,0.071428571
40,0.5525615622060016,14.124275650403542,85.32316278739044,5.600000033600001,0.4,0.071428571
41,0.5213434349323409,13.146616951558782,86.33203961350887,5.600000033600001,0.4,0.071428571
42,0.49392782517527933,12.234988498981624,87.27108367584309,5.600000033600001,0.4,0.071428571
43,0.46975502013389314,11.385233559339317,88.14501142052679,5.600000033600001,0.4,0.071428571
44,0.4483619376543071,10.593395678174053,88.95824238417164,5.600000033600001,0.4,0.071428571
45,0.4293632360038876,9.855723264494925,89.7149134995012,5.600000033600001,0.4,0.071428571
46,0.4124364950678782,9.168669776476607,90.41889372845552,5.600000033600001,0.4,0.071428571
47,0.39731051895969904,8.528890772480173,91.07379870856013,5.600000033600001,0.4,0.071428571
48,0.3837560468838403,7.933238764462686,91.68300518865348,5.600000033600001,0.4,0.071428571
49,0.37157833349489694,7.3787565695042545,92.24966509700086,5.600000033600001,0.4,0.071428571
50,0.3606111892174533,6.862669676265147,92.7767191345174,5.600000033600001,0.4,0.071428571
51,0.35071216732479515,6.382378009937153,93.26690982273806,5.600000033600001,0.4,0.071428571
52,0.34175865682659046,5.9354473796037235,93.72279396356969,5.600000033600001,0.4,0.071428571
53,0.3336446947301174,5.519600817129408,94.14675448814047,5.600000033600001,0.4,0.071428571
54,0.3262783526114644,5.132709960390075,94.54101168699846,5.600000033600001,0.4,0.071428571
55,0.31957958401023023,4.77278659116318,94.90763382482659,5.600000033600001,0.4,0.071428571
56,0.3134784433967361,4.437974405881927,95.24854715072134,5.600000033600001,0.4,0.071428571
57,0.3079136061623744,4.126541073169569,95.56554532066805,5.600000033600001,0.4,0.071428571
58,0.3028311335911072,3.836870613711527,95.86029825269736,5.600000033600001,0.4,0.071428571
59,0.2981834380815365,3.5674561241717906,96.13436043774666,5.600000033600001,0.4,0.071428571
60,0.2939284127522942,3.3168928564462434,96.38917873080146,5.600000033600001,0.4,0.071428571
61,0.2900286965420355,3.0838716557604386,96.62609964769753,5.600000033600001,0.4,0.071428571
62,0.286451051435543,2.8671727553485593,96.8463761932159,5.600000033600001,0.4,0.071428571
63,0.28316583283387525,2.6656599212255467,97.05117424594059,5.600000033600001,0.4,0.071428571
64,0.2801465375872924,2.4782749375270163,97.2415785248857,5.600000033600001,0.4,0.071428571
65,0.2773694170155422,2.3040324207660974,97.41859816221836,5.600000033600001,0.4,0.071428571
66,0.274813144498211,2.1420149499304357,97.58317190557135,5.600000033600001,0.4,0.071428571
67,0.27245852904240075,1.9913684984520783,97.73617297250551,5.600000033600001,0.4,0.071428571
68,0.27028826771492226,1.8512981536007092,97.87841357868436,5.600000033600001,0.4,0.071428571
69,0.26828673103108,1.7210641086779144,98.010649160291,5.600000033600001,0.4,0.071428571
70,0.2664397763766315,1.5999779134501106,98.13358231017325,5.600000033600001,0.4,0.071428571
71,0.26473458534676275,1.4873989684906763,98.24786644616256,5.600000033600001,0.4,0.071428571
72,0.2631595215500884,1.3827312494611876,98.35410922898872,5.600000033600001,0.4,0.071428571
73,0.2617040059739262,1.2854202478112928,98.45287574621477,5.600000033600001,0.4,0.071428571
74,0.26035840746107736,1.194950114888515,98.5446914776504,5.600000033600001,0.4,0.071428571
75,0.25911394622544615,1.110840997001374,98.63004505677317,5.600000033600001,0.4,0.071428571
76,0.257962608647998,1.0326465495547987,98.70939084179719,5.600000033600001,0.4,0.071428571
77,0.25689707185706,0.9599516189629568,98.78315130917997,5.600000033600001,0.4,0.071428571
78,0.2559106368169159,0.8923700816314404,98.85171928155164,5.600000033600001,0.4,0.071428571
79,0.25499716883344925,0.82954282988082,98.91546000128572,5.600000033600001,0.4,0.071428571
80,0.25415104454126647,0.7711358952513196,98.9747130602074,5.600000033600001,0.4,0.071428571
81,0.2533671045682209,0.7168387001797577,99.02979419525201,5.600000033600001,0.4,0.071428571
82,0.25264061118459297,0.6663624295720482,99.08099695924335,5.600000033600001,0.4,0.071428571
83,0.25196721033868286,0.6194385143055388,99.12859427535577,5.600000033600001,0.4,0.071428571
84,0.2513428975609792,0.5758172191840347,99.17283988325498,5.600000033600001,0.4,0.071428571
85,0.2507639872876383,0.5352663283338662,99.21396968437848,5.600000033600001,0.4,0.071428571
86,0.25022708521262305,0.49756992147157664,99.25220299331579,5.600000033600001,0.4,0.071428571
87,0.24972906332806583,0.4625272348928369,99.28774370177909,5.600000033600001,0.4,0.071428571
88,0.2492670373555318,0.4299516014283943,99.32078136121606,5.600000033600001,0.4,0.071428571
89,0.2488383463079545,0.3996694639867798,99.35149218970525,5.600000033600001,0.4,0.071428571
90,0.24844053395400148,0.37151945765582123,99.38004000839017,5.600000033600001,0.4,0.071428571
91,0.24807133198426423,0.34535155566650816,99.40657711234921,5.600000033600001,0.4,0.071428571
92,0.24772864470259612,0.32102627483429064,99.4312450804631,5.600000033600001,0.4,0.071428571
93,0.24741053508668162,0.2984139363853385,99.45417552852797,5.600000033600001,0.4,0.071428571
94,0.24711521207996795,0.27739397834956253,99.47549080957046,5.600000033600001,0.4,0.071428571
95,0.24684101899280972,0.2578543159592066,99.49530466504797,5.600000033600001,0.4,0.071428571
96,0.24658642290439747,0.23969074673247023,99.51372283036312,5.600000033600001,0.4,0.071428571
97,0.2463500049690373,0.22280639714680714,99.53084359788414,5.600000033600001,0.4,0.071428571
98,0.2461304515408603,0.20711120801712923,99.546758340442,5.600000033600001,0.4,0.071428571
99,0.2459265460402666,0.19252145589097566,99.56155199806875,5.600000033600001,0.4,0.071428571
100,0.24573716149352295,0.17895930795658738,99.57530353054989,5.600000033600001,0.4,0.071428571
101,0.24556125368408258,0.1663524081315398,99.58808633818438,5.600000033600001,0.4,0.071428571
102,0.245397854860506,0.1546334921598717,99.59996865297963,5.600000033600001,0.4,0.071428571
103,0.24524606795144352,0.14374002969521485,99.61101390235335,5.600000033600001,0.4,0.071428571
104,0.24510506124308362,0.133613891486948,99.62128104726997,5.600000033600001,0.4,0.071428571
105,0.24497406347886028,0.12420103991650958,99.63082489660464,5.600000033600001,0.4,0.071428571
106,0.24485235934511368,0.11545124125230594,99.63969639940258,5.600000033600001,0.4,0.071428571
107,0.24473928530987388,0.10731779810471727,99.64794291658541,5.600000033600001,0.4,0.071428571
108,0.24463422578503716,0.09975730066806751,99.65560847354689,5.600000033600001,0.4,0.071428571
109,0.2445366095849758,0.09272939543459145,99.66273399498043,5.600000033600001,0.4,0.071428571
110,0.24444590665710206,0.08619657015687843,99.66935752318601,5.600000033600001,0.4,0.071428571
111,0.24436162506213113,0.08012395392044228,99.67551442101741,5.600000033600001,0.4,0.071428571
112,0.24428330818378552,0.07447913126738084,99.68123756054882,5.600000033600001,0.4,0.071428571
113,0.2442105321494789,0.06923196938593701,99.68655749846457,5.600000033600001,0.4,0.071428571
114,0.24414290344513692,0.06435445744952577,99.69150263910532,5.600000033600001,0.4,0.071428571
115,0.24408005670877148,0.05982055725279129,99.69609938603843,5.600000033600001,0.4,0.071428571
116,0.24402165268874504,0.05560606435182717,99.70037228295942,5.600000033600001,0.4,0.071428571
117,0.24396737635385443,0.05168847897113271,99.704344144675,5.600000033600001,0.4,0.071428571
118,0.2439169351434452,0.04804688599147039,99.70803617886507,5.600000033600001,0.4,0.071428571
119,0.2438700573467483,0.044661843380796644,99.71146809927244,5.600000033600001,0.4,0.071428571
120,0.24382649060152234,0.04151527847510648,99.71465823092335,5.600000033600001,0.4,0.071428571
121,0.24378600050289462,0.03859039155759028,99.71762360793949,5.600000033600001,0.4,0.071428571
122,0.24374836931403196,0.03587156622316381,99.72038006446277,5.600000033600001,0.4,0.071428571
123,0.24371339477094542,0.033344286051397894,99.72294231917762,5.600000033600001,0.4,0.071428571
124,0.24368088897434623,0.03099505714433051,99.72532405388128,5.600000033600001,0.4,0.071428571
125,0.24365067736203128,0.028811336116762603,99.72753798652116,5.600000033600001,0.4,0.071428571
126,0.24362259775578907,0.02678146315558378,99.72959593908858,5.600000033600001,0.4,0.071428571
127,0.2435964994772864,0.024894599791593936,99.73150890073107,5.600000033600001,0.4,0.071428571
128,0.24357224252782592,0.023140671052323966,99.73328708641981,5.600000033600001,0.4,0.071428571
129,0.24354969682725866,0.021510311687642652,99.73493999148505,5.600000033600001,0.4,0.071428571
130,0.24352874150769793,0.01999481618159048,99.73647644231066,5.600000033600001,0.4,0.071428571
131,0.24350926425801242,0.01858609228401732,99.73790464345792,5.600000033600001,0.4,0.071428571
132,0.24349116071538238,0.017276617814325886,99.73923222147025,5.600000033600001,0.4,0.071428571
133,0.24347433390048298,0.01605940050703483,99.74046626559243,5.600000033600001,0.4,0.071428571
134,0.24345869369311782,0.01492794068506582,99.74161336562176,5.600000033600001,0.4,0.071428571
135,0.24344415634536296,0.013876196561713666,99.74267964709287,5.600000033600001,0.4,0.071428571
