t,S,I,R,D,R0,beta, gamma, mu
122,32.47465610039071,0.95516532955567,64.58108126895881,1.9890973010948345,1.6006984850594699,0.15,0.090909091,0.0028
123,32.42812810199621,0.9121856531627979,64.66791448082343,1.9917717640175905,1.6006984850594699,0.15,0.090909091,0.0028
124,32.38375739217586,0.8710762746020202,64.7508404493757,1.9943258838464464,1.6006984850594699,0.15,0.090909091,0.0028
125,32.34144430805567,0.8317615928375868,64.83002920169143,1.996764897415332,1.6006984850594699,0.15,0.090909091,0.0028
126,32.30109375120717,0.7941685268925691,64.90564389202501,1.9990938298752772,1.6006984850594699,0.15,0.090909091,0.0028
127,32.26261498314505,0.7582264841987799,64.97784103090562,2.0013175017505764,1.6006984850594699,0.15,0.090909091,0.0028
128,32.22592142945046,0.7238673232869798,65.04677071135626,2.003440535906333,1.6006984850594699,0.15,0.090909091,0.0028
129,32.19093049222207,0.691025311645543,65.11257683172089,2.0054673644115364,1.6006984850594699,0.15,0.090909091,0.0028
130,32.15756337055875,0.6596370794965691,65.17539731466057,2.007402235284144,1.6006984850594699,0.15,0.090909091,0.0028
131,32.125744888780524,0.6296415701652728,65.2353643219475,2.0092492191067346,1.6006984850594699,0.15,0.090909091,0.0028
132,32.095403332098776,0.6009799876510235,65.29260446474704,2.0110122155031975,1.6006984850594699,0.15,0.090909091,0.0028
133,32.06647028945151,0.5735957419463238,65.34723900913359,2.0126949594686203,1.6006984850594699,0.15,0.090909091,0.0028
134,32.03888050322559,0.5474343925929798,65.3993840766354,2.01430102754607,1.6006984850594699,0.15,0.090909091,0.0028
135,32.01257172559413,0.5224435909124181,65.44915083964817,2.0158338438453303,1.6006984850594699,0.15,0.090909091,0.0028
136,31.987484581204136,0.49857302129923065,65.4966457115968,2.017296685899885,1.6006984850594699,0.15,0.090909091,0.0028
137,31.963562435957016,0.47577434192327633,65.54197053176024,2.0186926903595226,1.6006984850594699,0.15,0.090909091,0.0028
138,31.94075127163178,0.4540011251457594,65.5852227447056,2.0200248585169076,1.6006984850594699,0.15,0.090909091,0.0028
139,31.918999566108795,0.43320879791835554,65.62649557430558,2.0212960616673157,1.6006984850594699,0.15,0.090909091,0.0028
140,31.89825817895961,0.4133545824014095,65.66587819233754,2.022509046301487,1.6006984850594699,0.15,0.090909091,0.0028
141,31.878480242176263,0.39439743700723306,65.70345588168433,2.023666439132211,1.6006984850594699,0.15,0.090909091,0.0028
142,31.859621055821464,0.37629799804735553,65.73931019417539,2.024770751955831,1.6006984850594699,0.15,0.090909091,0.0028
143,31.841637988388683,0.35901852213799756,65.773519103123,2.0258243863503638,1.6006984850594699,0.15,0.090909091,0.0028
144,31.824490381669115,0.34252282949584906,65.80615715062272,2.0268296382123503,1.6006984850594699,0.15,0.090909091,0.0028
145,31.808139459929926,0.3267762482362342,65.83729558969894,2.027788702134939,1.6006984850594699,0.15,0.090909091,0.0028
146,31.79254824321579,0.3117455597677625,65.86700252138648,2.02870367563,1.6006984850594699,0.15,0.090909091,0.0028
147,31.777681464593,0.2973989453614267,65.89534302684825,2.0295765631973497,1.6006984850594699,0.15,0.090909091,0.0028
148,31.7635054911626,0.2837059339576507,65.92237929463542,2.0304092802443616,1.6006984850594699,0.15,0.090909091,0.0028
149,31.74998824867589,0.2706373512618821,65.94817074320281,2.031203656859443,1.6006984850594699,0.15,0.090909091,0.0028
150,31.737099149592563,0.2581652701678097,65.97277413879668,2.0319614414429763,1.6006984850594699,0.15,0.090909091,0.0028
151,31.72480902442812,0.24626296253706054,65.99624370883541,2.0326843041994462,1.6006984850594699,0.15,0.090909091,0.0028
152,31.7130900562437,0.23490485235516276,66.01863125090662,2.03337384049455,1.6006984850594699,0.15,0.090909091,0.0028
153,31.70191571813762,0.2240664702755531,66.03998623750572,2.0340315740811445,1.6006984850594699,0.15,0.090909091,0.0028
154,31.691260713603715,0.21372440955635674,66.06035591664204,2.034658960197916,1.6006984850594699,0.15,0.090909091,0.0028
155,31.681100919627546,0.2038562833884861,66.07978540843932,2.035257388544674,1.6006984850594699,0.15,0.090909091,0.0028
156,31.67141333239685,0.1944406836082089,66.09831779785681,2.0358281861381617,1.6006984850594699,0.15,0.090909091,0.0028
157,31.662176015508066,0.18545714078264913,66.11599422365705,2.0363726200522647,1.6006984850594699,0.15,0.090909091,0.0028
158,31.653368050555876,0.1768860856526377,66.13285396374506,2.0368919000464563,1.6006984850594699,0.15,0.090909091,0.0028
159,31.6449694899976,0.1687088119138585,66.14893451700229,2.0373871810862836,1.6006984850594699,0.15,0.090909091,0.0028
160,31.636961312189037,0.16090744031428256,66.16427168173706,2.0378595657596423,1.6006984850594699,0.15,0.090909091,0.0028
161,31.629325378492936,0.15346488404339387,66.17889963087117,2.0383101065925224,1.6006984850594699,0.15,0.090909091,0.0028
162,31.622044392365563,0.1463648153866388,66.19285098397998,2.038739808267844,1.6006984850594699,0.15,0.090909091,0.0028
163,31.61510186033111,0.1395916336168291,66.20615687630116,2.0391496297509266,1.6006984850594699,0.15,0.090909091,0.0028
164,31.60848205475764,0.13313043409286013,66.21884702482447,2.0395404863250537,1.6006984850594699,0.15,0.090909091,0.0028
165,31.60216997835219,0.1269669785350322,66.23094979157229,2.0399132515405136,1.6006984850594699,0.15,0.090909091,0.0028
166,31.596151330296237,0.12108766644545063,66.24249224417792,2.0402687590804116,1.6006984850594699,0.15,0.090909091,0.0028
167,31.590412473946373,0.1154795076414006,66.25350021386579,2.040607804546459,1.6006984850594699,0.15,0.090909091,0.0028
168,31.584940406028352,0.11013009586921751,66.2639983509346,2.040931147167855,1.6006984850594699,0.15,0.090909091,0.0028
169,31.57972272725594,0.10502758346597943,66.27401017784182,2.0412395114362885,1.6006984850594699,0.15,0.090909091,0.0028
170,31.574747614309086,0.10016065703630991,66.28355813998463,2.041533588669993,1.6006984850594699,0.15,0.090909091,0.0028
171,31.570003793108878,0.09551851411168184,66.29266365426977,2.0418140385096946,1.6006984850594699,0.15,0.090909091,0.0028
172,31.56548051332965,0.09109084075983234,66.30134715556133,2.042081490349207,1.6006984850594699,0.15,0.090909091,0.0028
173,31.56116752409123,0.08686779011222366,66.30962814109323,2.0423365447033346,1.6006984850594699,0.15,0.090909091,0.0028
174,31.55705505077696,0.08283996177789762,66.31752521292951,2.042579774515649,1.6006984850594699,0.15,0.090909091,0.0028
175,31.553133772925616,0.07899838211256016,66.32505611855322,2.042811726408627,1.6006984850594699,0.15,0.090909091,0.0028
176,31.549394803147653,0.07533448531228494,66.33223778966155,2.043032921878542,1.6006984850594699,0.15,0.090909091,0.0028
177,31.545829667018538,0.07184009530183168,66.33908637924225,2.0432438584374166,1.6006984850594699,0.15,0.090909091,0.0028
178,31.542430283904057,0.0685074083882246,66.34561729700349,2.0434450107042617,1.6006984850594699,0.15,0.090909091,0.0028
179,31.539188948674532,0.06532897665092308,66.35184524322682,2.0436368314477487,1.6006984850594699,0.15,0.090909091,0.0028
180,31.536098314266905,0.06229769204063036,66.35778424111011,2.043819752582371,1.6006984850594699,0.15,0.090909091,0.0028
181,31.533151375055485,0.059406771159522816,66.36344766766493,2.0439941861200848,1.6006984850594699,0.15,0.090909091,0.0028
182,31.53034145099397,0.056649740696433686,66.36884828323029,2.0441605250793313,1.6006984850594699,0.15,0.090909091,0.0028
183,31.527662172493066,0.05402042349128841,66.37399825966239,2.0443191443532815,1.6006984850594699,0.15,0.090909091,0.0028
184,31.525107465999692,0.05151292520385725,66.37890920725741,2.044470401539057,1.6006984850594699,0.15,0.090909091,0.0028
185,31.522671540245284,0.049121621562662206,66.38359220046245,2.044614637729628,1.6006984850594699,0.15,0.090909091,0.0028
186,31.520348873132217,0.04684114617064518,66.38805780242716,2.0447521782700036,1.6006984850594699,0.15,0.090909091,0.0028
187,31.518134199228843,0.044666378844970066,66.39231608844693,2.0448833334792815,1.6006984850594699,0.15,0.090909091,0.0028
188,31.516022497844897,0.042592434469090334,66.396376668346,2.0450083993400474,1.6006984850594699,0.15,0.090909091,0.0028
189,31.51400898166045,0.040614652335963564,66.40024870784706,2.0451276581565607,1.6006984850594699,0.15,0.090909091,0.0028
190,31.512089085882696,0.03872858596203325,66.40394094897219,2.0452413791831012,1.6006984850594699,0.15,0.090909091,0.0028
191,31.510258457906186,0.03692999335232454,66.40746172951772,2.045349819223795,1.6006984850594699,0.15,0.090909091,0.0028
192,31.508512947453116,0.03521482769771292,66.41081900164401,2.045453223205181,1.6006984850594699,0.15,0.090909091,0.0028
193,31.506848597171434,0.033579228486122194,66.41402034961973,2.0455518247227347,1.6006984850594699,0.15,0.090909091,0.0028
194,31.50526163366955,0.03201951301008949,66.41707300675789,2.0456458465624956,1.6006984850594699,0.15,0.090909091,0.0028
195,31.503748458967404,0.030532168253799664,66.4199838715799,2.045735501198924,1.6006984850594699,0.15,0.090909091,0.0028
196,31.502305642344542,0.029113843143338904,66.42275952324212,2.0458209912700345,1.6006984850594699,0.15,0.090909091,0.0028
197,31.500929912566853,0.02776134114454714,66.4254062362578,2.0459025100308357,1.6006984850594699,0.15,0.090909091,0.0028
198,31.499618150474344,0.026471613193460586,66.42792999454619,2.04598024178604,1.6006984850594699,0.15,0.090909091,0.0028
199,31.498367381913212,0.02524175094492939,66.4303365048389,2.046054362302982,1.6006984850594699,0.15,0.090909091,0.0028
200,31.497174770996274,0.024068980325570876,66.43263120947256,2.046125039205628,1.6006984850594699,0.15,0.090909091,0.0028
201,31.496037613676464,0.02295065537777601,66.43481929859526,2.04619243235054,1.6006984850594699,0.15,0.090909091,0.0028
202,31.49495333161891,0.021884252382025796,66.4369057218135,2.0462566941855975,1.6006984850594699,0.15,0.090909091,0.0028
203,31.493919466357706,0.02086736424529548,66.43889519930477,2.046317970092267,1.6006984850594699,0.15,0.090909091,0.0028
204,31.49293367372418,0.019897695143827672,66.44079223241987,2.046376398712154,1.6006984850594699,0.15,0.090909091,0.0028
205,31.491993718534044,0.01897305540904129,66.44260111379839,2.0464321122585565,1.6006984850594699,0.15,0.090909091,0.0028
206,31.4910974695214,0.018091356645811785,66.44432593701912,2.0464852368137016,1.6006984850594699,0.15,0.090909091,0.0028
207,31.490242894508167,0.017250607072809652,66.44597060580675,2.04653589261231,1.6006984850594699,0.15,0.090909091,0.0028
208,31.489428055797966,0.016448907075019233,66.44753884281494,2.0465841943121137,1.6006984850594699,0.15,0.090909091,0.0028
209,31.48865110578406,0.015684444958978697,66.44903419800507,2.0466302512519237,1.6006984850594699,0.15,0.090909091,0.0028
210,31.48791028276141,0.014955492901685002,66.45046005663913,2.046674167697809,1.6006984850594699,0.15,0.090909091,0.0028
